"","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy","Q1WTP","Q2WTP","Q1WTPLower","Q2WTPLower","Q1WTPUpper","Q2WTPUpper","Q1LV","Q2LV","LVQuantilesQ1","LVQuantilesQ2"
"231",231,231,221,1,1,63,1,3,2,100,20,1,0,1,2,8,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,4,5,5,2,1,1,1,1,0,1,2,2,4,3,6,1,4500,10,40,1,1,43.6109005710347,76.3219104209361,-3248.74441730537,-48.9191690726126,2775.54801986478,4396.11355058621,3.97596695607433,3.62047617077333,5,5
"232",232,232,320,0,1,63,50,2,2,20,60,1,1,1,1,2,NA,1,NA,1,3,0.1,0.1,2.5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,1,5,5,5,1,1,1,1,1,0,1,4,2,5,4,6,0,4500,10,120,1,1,47.906881386105,80.9236855664579,-864.113937372002,-37.5157840321371,6378.85948231894,5226.96753035006,4.45702574545907,4.20676637241827,5,5
"233",233,233,466,0,1,32.5,50,1,2,80,80,0,1,0,2,NA,7,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,1,2,2,3,2,0,1,1,1,0,0,0,4,2,4,1,6,1,1750,10,40,1,0,42.9504712322333,74.2335946510684,-4128.81331259193,-63.9289538562682,4592.01182016682,4803.2660684555,0.887310104967857,0.641130890215154,1,1
"234",234,234,224,0,1,32.5,50,1,4,40,90,1,1,0,1,NA,8,NA,1,1,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,0,1,3,4,3,1,0,0,1,0,0,0,4,2,4,4,6,1,2750,10,45,1,1,44.92470500444,78.1990606963325,-2051.42180014415,-4.73847043685083,5018.29935310218,5097.90618475307,2.52591285143587,1.30337889177064,4,2
"235",235,235,659,1,0,32.5,15.5,3,4,100,40,1,0,1,2,10,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,5,5,1,1,1,1,1,0,0,4,2,4,2,6,1,2250,10,80,1,1,41.0793206261797,75.3101336735185,-1948.54579368746,-10.8064217518771,4014.70662178389,4319.68880953232,3.73141807512457,3.33121266566067,5,5
"236",236,236,308,1,0,32.5,6.5,2,1,90,80,0,2,1,2,4,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,3,4,5,0,1,1,1,1,0,0,3,1,3,2,6,0,1250,8,160,0,0,42.8001602123607,74.1059190594363,-2513.61478724496,-14.7076101019154,2787.91961843961,4280.86996376748,2.01879209592183,2.74150969503266,3,4
"237",237,237,698,1,1,32.5,35,1,2,40,20,0,2,1,1,8,NA,0,NA,1,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,3,0.05,0.1,5,0,1,1,0,1,4,4,4,1,0,0,1,0,0,1,2,2,3,3,6,1,2750,9,40,0,1,41.2290168516331,70.9906205291167,-3239.76555957969,-39.9104798042292,3437.16089946658,4441.70556486021,1.59216839903173,2.43983782428806,2,4
"238",238,238,219,1,0,32.5,50,0,1,100,100,0,2,0,2,NA,10,NA,0,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,3,4,3,1,1,1,1,1,0,0,1,1,4,2,1,1,1750,10,50,0,0,41.6250658520124,74.6620449046618,-1473.06505712133,-44.8302717336978,4727.99138941759,5309.47012336977,1.88179019690484,1.42834966497414,3,3
"239",239,239,864,0,1,71,50,1,2,90,80,0,2,0,2,NA,7,NA,1,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,2,1,1,3,0,1,0,0,0,0,0,2,1,3,2,5,0,2250,5,40,1,1,40.9461082376571,69.5100906799542,-2533.04140203275,-56.1533282417962,3585.77093564956,5096.76142359061,0.0348413535206822,-0.00288217192314661,1,1
"240",240,240,1107,0,0,32.5,15.5,2,3,60,10,0,2,1,1,6,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,1,1,2,4,3,0,1,0,0,0,0,0,3,0,4,3,6,1,1750,8,20,0,0,41.3386942551441,70.6396794372745,-5492.75368242273,-607.422688108184,3882.55756624297,3801.63625737673,1.42074949085413,1.89080743045843,2,3
"241",241,241,437,1,1,47.5,50,1,3,80,10,0,1,1,2,6,NA,0,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,0,1,3,3,5,1,1,1,1,1,0,1,3,2,4,3,6,1,5000,8,20,0,1,42.3285272912701,74.4501381734679,-2412.80947562416,-21.5245843531229,2363.86727641103,4477.93009027542,1.80932303923989,2.38921909117391,3,4
"242",242,242,376,0,1,47.5,50,1,4,40,60,1,1,1,1,2,NA,0,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,4,4,4,2,1,0,1,0,0,1,4,2,5,2,6,1,4500,8,120,0,1,53.6540595577306,85.2488537299222,-2568.15407934475,-49.5612261079347,2829.89142713838,4199.47699170741,3.29677142735566,2.98931569839416,5,5
"243",243,243,539,1,0,47.5,50,0,5,20,90,1,2,1,2,5,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,2,1,1,1,1,1,1,5,2,5,4,5,1,3500,10,180,1,1,47.0657204776352,80.6782201292642,-4228.1360271564,-141.877792503058,3731.71305674356,4427.6033170874,4.65063970459175,4.35974334533159,5,5
"244",244,244,718,0,0,47.5,1,3,1,100,5,0,2,1,1,0,NA,0,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,0,1,4,4,3,2,1,1,1,0,0,2,3,2,2,2,0,1,250,3,10,0,0,40.2415506029731,71.3649166258435,-4325.32953844432,-193.185358827543,4988.98387826154,4950.49705327592,2.22782267328153,2.40479954868947,3,4
"245",245,245,745,1,1,32.5,50,1,2,40,100,1,2,1,1,7,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,2,4,5,4,1,1,1,1,0,0,1,4,2,4,3,6,0,2250,10,200,1,1,41.0328308367957,73.7658597186992,-3475.29252196543,-73.0500171571375,2978.45476900118,4415.60239389896,3.31245551822621,3.10640433164521,5,5
"246",246,246,330,0,1,32.5,15.5,2,4,100,40,1,1,1,2,10,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,1,0,2,4,5,5,1,1,1,1,0,0,0,4,2,5,2,6,1,3500,10,80,1,1,45.7900129814602,79.0224588827323,-464.844909784122,-25.1292762777905,4578.08452022354,4609.53015772564,3.86889116487398,3.57679582327014,5,5
"247",247,247,230,1,1,47.5,50,2,2,60,40,1,1,1,1,10,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,0,0,3,4,5,1,1,1,1,1,0,0,3,2,3,1,6,1,1750,10,80,1,0,41.0363286871312,72.6491445520819,-3633.11448439858,-614.105832917133,3683.51647039728,4117.61726084987,2.98324280228904,2.47522186380694,4,4
"248",248,248,475,0,0,47.5,1,3,3,20,40,1,2,1,2,10,NA,1,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,4,4,5,1,1,1,1,1,0,1,3,1,3,3,5,1,1250,6,80,1,0,35.9846520119065,66.7562345261458,-4951.36267531916,-1110.07789911466,4222.37968327561,4910.14514487661,3.19647167116217,2.9225679805738,5,5
"249",249,249,140,0,0,63,35,2,2,40,90,1,1,1,1,5,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,1,1,0,1,2,3,4,1,0,0,1,0,0,0,3,0,3,3,6,0,2750,3,180,0,1,37.7055947769048,66.3181585586421,-3582.67174936087,-115.365379677885,2982.60995523453,4812.05428948618,2.50354634831653,2.55228545244416,4,4
"250",250,250,390,1,1,63,1,3,3,60,100,0,1,0,1,NA,10,NA,0,1,3,0.1,0.1,2.5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,3,0,1,0,1,1,0,2,3,1,3,4,2,0,750,7,50,0,0,36.5136169878066,66.1553433744892,-1363.89174359965,-86.0752082884432,3912.50961459953,4766.71559550554,1.46808507350765,1.30895051157538,2,2
"251",251,251,249,0,0,21.5,50,2,4,20,90,0,2,1,2,5,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,1,0,1,1,5,5,1,1,1,1,1,0,1,4,2,5,4,6,1,2250,10,180,1,1,46.6249962051001,80.5789209604328,-635.842145521322,-40.399303167785,5154.12996321166,4649.46371283714,1.53170636671391,2.94424719880492,2,5
"252",252,252,651,1,1,32.5,35,1,2,40,80,1,2,1,2,4,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,2,4,3,4,1,1,0,1,0,0,1,2,2,3,4,6,1,3500,7,160,1,1,43.2555694712408,74.0871955562127,-1467.05054271945,-40.6293806397221,3926.88962103009,4429.79920325713,2.65946880534091,2.49373293266698,4,4
"253",253,253,250,0,1,32.5,6.5,1,5,60,100,1,2,1,2,7,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,1,2,5,5,5,1,0,1,0,0,0,1,5,2,5,2,6,1,750,10,200,1,0,45.0878767703623,79.2850317272863,-2311.71944652745,-40.3071968723991,2221.46373787386,3998.39233837352,4.46804821688634,4.21526617776243,5,5
"254",254,254,299,1,1,32.5,50,0,2,80,90,0,2,0,1,NA,8,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,1,1,1,4,4,3,0,1,1,1,1,0,0,3,1,2,3,6,1,1750,10,45,0,0,42.0817147967363,71.7279338144827,-2584.7385641573,-58.1526331131882,3391.15062649353,4616.60095353048,1.55454082460969,1.16825533394872,2,2
"255",255,255,269,0,0,32.5,15.5,1,4,80,10,1,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,0,0,1,1,3,3,5,1,0,0,1,0,0,1,4,2,4,1,1,1,750,10,20,1,0,42.2320814203074,74.2625421324838,-2789.36957767702,-26.8905806037534,3730.64500483869,4527.43788656561,3.36809199100594,2.47196403588593,5,4
"256",256,256,568,1,1,32.5,6.5,1,5,10,80,0,2,0,2,NA,7,NA,0,0,0,0.5,0.4,5,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,0,2,5,5,5,1,1,1,1,1,0,0,4,2,5,1,5,1,4500,10,40,0,1,43.4712917885543,75.3562682697074,-1906.45142574466,-57.9310516746849,2561.39141544693,4358.34116554066,1.80200524490013,1.85580649647834,3,3
"257",257,257,330,1,0,47.5,6.5,0,2,90,10,0,1,0,0,NA,9,NA,1,1,1,0.5,0.9,1,3,0.05,0.1,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,0,0,0,3,4,2,1,0,1,0,1,0,1,2,0,4,1,6,1,2750,9,5,1,1,40.8495821536858,72.0771779041565,-2458.49133161565,-69.8686217481513,4705.99157675401,4644.57615487244,1.67338795327499,0.763176586710336,3,1
"258",258,258,290,0,2,32.5,6.5,2,1,10,60,1,0,1,0,2,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,0,0,0,2,3,4,1,1,1,1,1,0,1,1,0,2,0,3,0,250,1,120,0,0,39.9051377618017,71.557573242988,-3097.29827202678,-50.5621399911257,3128.96559078953,3993.12358343889,2.17114392656817,2.13141872612957,3,3
"259",259,259,508,1,1,63,15.5,3,3,5,40,1,1,1,1,10,NA,1,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,1,3,3,3,1,1,1,1,1,0,1,4,2,3,4,6,0,4500,8,80,1,1,38.4417411607883,70.2918977091134,-1936.75849960376,-40.4433090730358,3146.42022904645,5003.74543693505,2.32855782377833,2.29022559679045,4,4
"260",260,260,425,1,1,63,50,3,1,60,90,0,1,0,1,NA,8,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,0,0,0,1,3,4,3,1,1,0,1,0,0,0,3,2,4,2,2,0,3500,8,45,1,1,47.4719089937444,79.2878213521909,-2475.59775107849,-98.0178415408045,2167.58929410356,4673.82020165866,1.59182415299076,1.45477900291721,2,3
"261",261,261,285,0,0,32.5,1,3,3,5,40,1,2,1,1,10,NA,0,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,3,5,5,1,1,1,0,0,0,1,1,0,2,2,6,1,1750,10,80,0,0,35.9088810900375,66.8832747694283,-3460.389112925,-43.3950739198103,3046.79631679208,4308.70825853972,2.95140168087434,2.75216141874287,4,4
"262",262,262,298,1,0,47.5,50,3,3,20,20,0,1,0,2,NA,0,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,1,3,3,3,0,1,0,0,0,1,0,3,2,3,3,5,1,1750,6,10,0,0,36.986856166231,63.9696970226607,-2815.32733389607,-448.558544159365,3969.01497182448,4793.95563409105,1.03378357546107,0.758970300085004,1,1
"263",263,263,760,1,1,47.5,35,3,3,100,40,1,0,1,1,10,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,1,1,0,1,3,4,4,1,1,1,1,0,0,0,4,2,4,3,6,1,4500,10,80,1,1,39.7190717970646,72.3735375959985,-1069.34466657605,-14.4042769508179,2940.77407014711,4656.85064909528,3.1178009665728,2.40075832945831,4,4
"264",264,264,309,0,0,21.5,50,2,2,10,40,1,1,1,1,10,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,1,3,3,3,1,0,0,1,0,0,0,3,0,3,2,6,1,4500,5,80,1,1,36.1063553092456,65.4059813084638,-2269.00158715167,-44.3098297803448,6431.2300884072,5441.38023659249,2.08648837460757,1.81199490604048,3,3
"265",265,265,184,1,1,47.5,35,1,3,100,60,0,1,1,1,2,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,1,1,3,3,4,1,0,0,1,0,0,1,3,0,3,3,6,1,4500,6,120,1,1,40.453788275482,72.2516852719288,-1529.73312322495,-32.789282314226,3171.33231455597,4177.5411898005,1.59901236941231,2.20582590566743,3,3
"266",266,266,317,1,0,47.5,15.5,2,3,60,90,1,2,1,2,5,NA,0,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,2,3,5,5,1,1,0,0,0,0,0,3,2,5,1,5,0,1250,7,180,0,0,42.0783467492195,72.1634923738916,-2971.04836407877,-236.550009257895,3428.15670963291,4657.02151673188,3.66606847937657,3.42605566099451,5,5
"267",267,267,395,1,1,47.5,1,3,2,80,20,0,1,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,1,0,2,3,3,2,1,1,0,1,0,0,0,2,0,3,2,6,1,2250,8,10,0,1,37.1820064947173,66.7949707331903,-1799.40833804303,-69.518456796959,2890.46239993721,3798.63795103796,1.07517324441932,0.631166341880242,1,1
"268",268,268,474,0,1,47.5,1,3,3,60,5,0,1,1,1,0,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,0,1,3,3,4,1,1,0,0,0,0,0,3,1,3,1,0,2,2250,8,10,0,1,34.6369651683981,63.896028430521,-4008.90369533761,-89.0721169833667,3648.07529333298,4543.6377145195,1.50616864418877,2.01378464415724,2,3
"269",269,269,1008,1,1,47.5,50,1,2,80,10,0,2,1,2,6,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,0,2,3,4,4,2,1,1,1,1,0,1,3,2,4,3,6,0,2250,9,20,1,1,46.493363278045,77.4137397026973,-5194.48182863782,-262.858051985137,2837.85357114652,4086.21424578955,1.91953966771496,2.45590624734522,3,4
"270",270,270,594,1,1,32.5,50,1,3,90,40,1,1,1,2,10,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,2,2,5,1,1,1,1,1,0,0,3,1,4,4,6,0,250,8,80,1,0,40.0321705134484,73.4943448121892,-1426.20216335084,-14.3571619357777,2849.89572941533,4673.42056097051,2.88208498034727,1.94215683482033,4,3
"271",271,271,1361,0,0,32.5,50,1,3,5,100,1,2,1,1,7,NA,0,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,3,4,4,1,1,0,1,1,0,1,3,1,3,2,0,1,3500,8,200,0,1,39.012831463361,69.1501631916859,-2724.44384699173,-39.3994707049353,5218.93762933723,5214.03639048726,2.62374163085812,2.64734109263326,4,4
"272",272,272,283,1,0,21.5,1,3,4,10,5,0,1,0,0,NA,2,NA,1,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,0,1,1,1,1,4,3,4,1,1,1,1,1,0,0,4,2,4,2,4,1,1250,6,2,1,0,42.1587719075604,76.1716187953515,-2240.32334557205,-49.2388838603454,4782.5524582699,4345.88279133321,1.62563024320486,1.05057249446563,3,2
"273",273,273,481,0,0,63,50,1,3,20,90,1,2,0,1,NA,8,NA,1,0,2,0.05,0.1,5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,4,4,1,1,1,1,1,0,0,4,2,3,1,6,1,1750,10,45,1,0,44.907523226582,76.5446970266519,-2474.24642360029,-40.8709811415896,5663.15420814295,5013.02093917862,2.81841979408357,1.59760878836167,4,3
"274",274,274,169,0,1,32.5,35,1,3,90,100,1,1,1,1,7,NA,1,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,0,1,3,4,4,1,0,0,1,0,0,0,3,0,3,4,6,0,1750,9,200,1,0,36.5664732019266,67.8907305083311,-4083.44609104241,-100.776424733716,3137.65444516972,4699.03717202712,2.96320462467666,2.47963275004374,4,4
"275",275,275,420,1,1,32.5,6.5,3,3,90,90,0,1,0,1,NA,8,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,0,1,0,2,3,4,5,1,1,0,1,0,0,1,2,1,4,3,6,0,1250,8,45,1,0,43.8203109832996,75.151656728412,-715.770496202314,-86.3008645517399,4455.47074885974,4919.20539354091,2.16534488178181,1.68703759627066,3,3
"276",276,276,394,0,1,32.5,50,0,3,80,80,0,2,1,2,4,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,5,5,5,0,1,1,1,1,0,0,3,1,3,2,4,0,750,10,160,0,0,43.9877898682798,73.6981456025555,-2823.72125219353,-66.629107090252,3327.52827307853,4606.08485304787,2.12558675413377,3.30711198707244,3,5
"277",277,277,357,1,1,47.5,50,3,5,40,60,0,2,0,2,NA,5,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,2,3,3,4,1,1,1,1,1,0,0,5,0,3,2,6,0,1250,10,30,1,0,39.4595886982563,70.3770057695448,-4269.26543298525,-481.525011442729,3616.82151139551,4585.13313375786,1.20540414209381,0.973522916505018,2,2
"278",278,278,407,1,0,63,15.5,3,3,20,10,1,1,1,1,6,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,1,0,2,3,4,4,2,1,1,1,1,0,0,4,1,4,2,4,1,2750,10,20,1,1,41.8905824681719,73.1050850407549,-4441.89323272311,-227.904339190628,2933.15070421732,4001.3657391324,2.82545985123663,2.47376659839297,4,4
"279",279,279,235,0,0,47.5,50,2,5,10,60,0,2,0,2,NA,5,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,0,0,0,2,3,4,5,1,1,1,1,1,0,0,5,0,1,2,4,1,1250,10,30,0,0,43.1082599052059,73.4445504145509,-4672.33990341136,-243.765890053899,2752.69655223034,4993.84209705492,1.33870040075039,1.1930686336761,2,2
"280",280,280,636,0,1,47.5,35,3,3,60,60,0,2,1,1,2,NA,0,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,4,5,1,1,1,1,1,0,0,4,1,4,4,1,1,2750,9,120,0,1,45.7100249509009,78.5019313468473,-2557.34889469645,-20.5615546969034,3242.46033166639,4284.81603378786,1.7489747943311,2.68917051851427,3,4
"281",281,281,205,0,1,21.5,15.5,1,3,80,80,1,1,1,2,4,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,0,1,1,3,4,4,2,0,1,0,0,0,0,1,0,4,1,6,1,2750,8,160,1,1,46.2354873011128,80.0326784387182,-1313.60790962442,-42.2770403273164,2450.72802003906,4051.72896615345,2.88810990031953,2.50995821185642,4,4
"282",282,282,237,0,0,47.5,15.5,2,4,100,20,1,2,1,2,8,NA,1,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,0,1,2,5,5,5,2,0,1,1,0,0,0,5,2,5,1,6,1,1250,10,40,1,0,49.1739824369148,82.1629050956892,-1797.53168934704,-42.802613969173,2588.51483724594,4549.31873258619,4.5312092650318,4.15529241933769,5,5
"283",283,283,228,1,0,21.5,50,1,1,60,90,1,1,1,1,5,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,0,0,1,3,3,3,0,0,0,1,0,0,2,3,2,4,2,6,1,1250,10,180,0,0,43.3915694808749,75.2337703669208,-3098.54496496987,-48.079516913356,3715.54316445207,4511.93564321795,2.69868534223369,2.43143495880609,4,4
"284",284,284,149,1,1,47.5,50,1,2,100,20,0,0,1,1,8,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,0,0,1,3,3,4,0,1,0,0,0,0,0,2,1,3,2,6,1,2250,9,40,1,1,42.212589636978,73.8199200794892,-177.621830207637,-22.9494643649774,4941.90351853356,4697.32236567765,1.3937760083837,1.86034939589738,2,3
"285",285,285,261,1,0,21.5,35,2,3,20,90,0,2,0,2,NA,8,NA,0,1,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,1,1,2,5,4,5,1,0,0,1,0,0,1,3,1,3,1,3,2,250,7,45,0,0,45.5100423325586,76.5401524553653,-4934.94394347739,-1022.12263234127,2498.04960854719,4540.1579549413,1.76656582338526,1.68531417399008,3,3
"286",286,286,136,0,1,21.5,15.5,1,3,90,90,0,0,1,1,5,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,1,1,2,3,2,4,1,1,0,0,0,0,0,1,0,2,4,6,1,2250,6,180,1,1,40.9105142084727,74.0757344907965,-4440.44129096137,-253.557935032405,2399.36228388116,4250.65474715489,1.00386087787587,2.15952957440798,1,3
"287",287,287,714,0,1,47.5,50,1,1,60,90,0,0,0,0,NA,8,NA,0,1,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,1,0,3,3,3,1,1,1,1,0,0,0,3,2,4,1,6,0,2250,9,45,0,1,47.0567585995524,78.2753430321582,-1109.31637630831,-98.4597690045452,5196.87067157262,4874.24639540455,1.36816369689008,1.19135095497808,2,2
"288",288,288,396,1,0,21.5,50,1,3,80,40,0,1,1,1,10,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,4,4,1,1,0,0,0,0,0,3,2,2,2,4,1,1250,9,80,0,0,42.8445926746616,74.8955093300868,-799.041748468304,-75.9123809240297,2812.90560169481,4565.520570175,1.63643509600826,2.12379397788321,3,3
"289",289,289,189,1,0,21.5,35,1,3,40,100,1,1,0,1,NA,10,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,1,1,4,5,5,2,1,1,1,1,0,1,3,2,4,3,3,1,250,8,50,1,0,44.4501160639278,78.1958763555252,-2203.14478999592,-50.4839819901361,2540.78423728829,4305.82975807734,3.871503723579,1.90702132777116,5,3
"290",290,290,291,1,1,21.5,15.5,2,4,90,20,0,1,1,2,8,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,0,2,4,3,4,1,1,0,0,0,0,1,3,2,4,4,6,0,2750,10,40,1,1,44.7289119457523,77.9707517951604,-4419.45421513088,-131.794863809753,2757.82955838215,4237.94615284373,1.90272025624099,2.35343338250658,3,4
